Participant,Time,Polar_HR,HRMDUAL_HR,Vivo_HR,Polar_RR,HRMDUAL_RR,Vivo_RR
P3,09:49:51,83,84,81,701,668,740
P3,09:49:52,83,85,83,707,669,725
P3,09:49:53,84,87,90,714,659,667
P3,09:49:54,84,88,91,668,659,657
P3,09:49:55,85,89,95,670,653,632
P3,09:49:56,86,90,93,660,632,645
P3,09:49:57,87,89,92,642,674,652
P3,09:49:58,88,88,91,653,698,655
P3,09:49:59,89,87,91,618,717,658
P3,09:50:00,90,87,92,673,727,655
P3,09:50:01,90,86,91,698,702,657
P3,09:50:02,89,85,85,717,718,710
P3,09:50:03,89,85,83,727,740,724
P3,09:50:04,87,85,82,725,722,728
P3,09:50:05,87,83,83,718,746,723
P3,09:50:06,86,83,84,736,751,712
P3,09:50:07,85,82,85,740,754,708
P3,09:50:08,85,81,83,746,773,722
P3,09:50:09,85,80,79,753,782,759
P3,09:50:10,83,80,76,751,755,793
P3,09:50:11,83,80,78,773,764,768
P3,09:50:12,82,80,78,789,734,774
P3,09:50:13,81,80,79,782,701,763
P3,09:50:14,81,81,79,764,714,759
P3,09:50:15,81,81,79,762,712,756
P3,09:50:16,80,82,78,734,701,773
P3,09:50:17,81,83,80,714,695,746
P3,09:50:18,81,83,82,718,716,736
P3,09:50:19,82,83,86,701,710,697
P3,09:50:20,82,82,82,714,735,734
P3,09:50:21,83,82,85,694,717,709
P3,09:50:22,83,82,84,710,722,713
P3,09:50:23,83,83,83,727,718,726
P3,09:50:24,83,83,83,718,719,727
P3,09:50:25,83,84,83,734,680,721
P3,09:50:26,83,84,84,721,706,717
P3,09:50:27,83,84,85,718,687,707
P3,09:50:28,83,86,86,697,665,697
P3,09:50:29,84,87,88,706,649,682
P3,09:50:30,84,87,89,694,655,676
P3,09:50:31,85,87,90,665,690,670
P3,09:50:32,86,86,89,648,708,676
P3,09:50:33,87,85,91,655,754,661
P3,09:50:34,87,84,87,671,761,688
P3,09:50:35,88,84,86,690,767,699
P3,09:50:36,88,83,82,734,731,728
P3,09:50:37,87,83,80,754,727,747
P3,09:50:38,85,83,80,767,709,751
P3,09:50:39,84,83,80,747,731,752
P3,09:50:40,84,83,71,731,720,848
P3,09:50:41,83,83,78,709,699,778
P3,09:50:42,83,83,85,730,712,708
P3,09:50:43,83,83,81,730,751,745
P3,09:50:44,83,83,96,699,720,622
P3,09:50:45,83,83,80,708,718,743
P3,09:50:46,84,82,82,711,754,729
P3,09:50:47,83,82,82,735,719,734
P3,09:50:48,83,82,82,720,743,735
P3,09:50:49,83,81,81,755,754,737
P3,09:50:50,83,82,78,745,710,767
P3,09:50:51,83,82,79,719,722,760
P3,09:50:52,82,82,79,754,722,755
P3,09:50:53,82,82,80,742,729,751
P3,09:50:54,82,83,81,710,697,738
P3,09:50:55,82,83,81,722,694,738
P3,09:50:56,82,85,82,727,675,728
P3,09:50:57,82,85,90,698,680,666
P3,09:50:58,83,85,91,689,685,662
P3,09:50:59,83,84,89,676,728,671
P3,09:51:00,84,84,88,681,723,681
P3,09:51:01,85,83,85,685,747,704
P3,09:51:02,85,83,85,728,754,710
P3,09:51:03,85,83,83,726,695,724
P3,09:51:04,84,83,82,723,698,730
P3,09:51:05,84,83,83,754,709,725
P3,09:51:06,83,85,84,705,666,718
P3,09:51:07,84,86,85,698,657,709
P3,09:51:08,84,87,87,733,663,690
P3,09:51:09,84,87,89,666,683,675
P3,09:51:10,85,87,91,655,671,656
P3,09:51:11,85,87,93,660,703,645
P3,09:51:12,86,86,90,663,713,667
P3,09:51:13,87,86,89,672,714,673
P3,09:51:14,87,86,88,678,690,679
P3,09:51:15,87,85,88,704,716,685
P3,09:51:16,87,85,86,714,701,694
P3,09:51:17,86,85,83,700,707,719
P3,09:51:18,86,85,85,716,698,710
P3,09:51:19,86,85,85,701,698,707
P3,09:51:20,86,86,84,707,678,716
P3,09:51:21,86,86,83,708,692,726
P3,09:51:22,86,85,84,698,709,713
P3,09:51:23,86,85,88,679,720,685
P3,09:51:24,86,85,87,688,731,690
P3,09:51:25,86,84,86,709,736,698
P3,09:51:26,86,84,85,709,718,710
P3,09:51:27,86,84,84,720,718,713
P3,09:51:28,85,84,84,736,700,716
P3,09:51:29,85,84,81,712,700,745
P3,09:51:30,85,84,81,718,715,738
P3,09:51:31,84,84,82,722,700,730
P3,09:51:32,84,84,84,700,704,715
P3,09:51:33,84,84,85,715,716,708
P3,09:51:34,84,84,86,717,714,701
P3,09:51:35,84,84,83,704,706,727
P3,09:51:36,85,83,83,717,723,719
P3,09:51:37,84,83,84,716,724,717
P3,09:51:38,84,83,82,706,726,736
P3,09:51:39,84,83,84,724,723,718
P3,09:51:40,84,83,86,724,704,697
P3,09:51:41,84,84,85,719,706,705
P3,09:51:42,84,84,76,727,681,797
P3,09:51:43,84,85,67,704,641,890
P3,09:51:44,84,88,85,701,636,707
P3,09:51:45,84,90,82,680,629,729
P3,09:51:46,85,91,74,641,631,807
P3,09:51:47,87,91,82,636,624,732
P3,09:51:48,88,92,82,629,635,730
P3,09:51:49,90,92,83,625,636,724
P3,09:51:50,91,91,66,624,678,903
P3,09:51:51,92,91,81,636,679,742
P3,09:51:52,93,92,87,635,634,689
P3,09:51:53,93,92,90,656,631,664
P3,09:51:54,92,94,92,679,611,649
P3,09:51:55,91,94,94,664,615,640
P3,09:51:56,92,94,96,648,632,626
P3,09:51:57,93,93,90,611,711,664
P3,09:51:58,94,91,84,608,733,711
P3,09:51:59,95,88,83,633,774,722
P3,09:52:00,95,87,85,682,777,705
P3,09:52:01,93,86,85,712,770,707
P3,09:52:02,92,83,80,753,787,749
P3,09:52:03,91,83,78,774,748,771
P3,09:52:04,87,82,77,777,758,776
P3,09:52:05,85,82,90,787,716,667
P3,09:52:06,84,83,91,796,681,659
P3,09:52:07,83,86,91,749,646,655
P3,09:52:08,82,86,92,716,703,652
P3,09:52:09,83,85,88,680,726,678
P3,09:52:10,83,85,88,646,697,683
P3,09:52:11,85,87,88,653,665,680
P3,09:52:12,86,87,88,726,652,679
P3,09:52:13,85,87,88,708,666,678
P3,09:52:14,85,87,88,664,802,679
P3,09:52:15,86,87,88,657,804,680
P3,09:52:16,87,87,86,666,791,697
P3,09:52:17,88,87,86,724,793,699
P3,09:52:18,87,86,94,803,759,635
P3,09:52:19,85,85,100,804,725,602
P3,09:52:20,84,84,86,794,726,695
P3,09:52:21,83,83,81,792,784,743
P3,09:52:22,81,82,78,758,756,772
P3,09:52:23,81,82,80,725,744,752
P3,09:52:24,81,80,80,751,833,749
P3,09:52:25,81,79,79,784,834,755
P3,09:52:26,81,79,73,744,812,817
P3,09:52:27,81,78,70,759,801,856
P3,09:52:28,81,78,73,833,740,820
P3,09:52:29,80,78,76,834,763,791
P3,09:52:30,79,78,75,812,787,804
P3,09:52:31,78,78,75,763,770,796
P3,09:52:32,78,78,76,740,782,793
P3,09:52:33,78,78,76,763,793,789
P3,09:52:34,78,77,77,770,757,784
P3,09:52:35,78,77,77,766,774,775
P3,09:52:36,78,77,77,793,767,778
P3,09:52:37,78,78,78,757,734,774
P3,09:52:38,78,79,78,774,732,766
P3,09:52:39,78,79,81,787,737,745
P3,09:52:40,78,81,82,733,678,728
P3,09:52:41,78,83,85,732,641,707
P3,09:52:42,79,85,88,732,620,680
P3,09:52:43,79,85,93,678,716,646
P3,09:52:44,80,84,92,670,714,651
P3,09:52:45,82,83,85,620,796,707
P3,09:52:46,84,82,81,649,776,743
P3,09:52:47,85,82,80,714,754,747
P3,09:52:48,85,81,80,753,754,751
P3,09:52:49,83,81,79,796,734,756
P3,09:52:50,83,83,80,754,706,753
P3,09:52:51,82,84,80,750,654,748
P3,09:52:52,82,84,82,754,677,733
P3,09:52:53,82,84,82,706,701,733
P3,09:52:54,82,84,87,664,725,688
P3,09:52:55,83,84,97,677,739,621
P3,09:52:56,84,83,90,695,750,666
P3,09:52:57,85,82,84,725,754,716
P3,09:52:58,84,83,85,717,713,704
P3,09:52:59,84,83,84,739,699,717
P3,09:53:00,84,84,81,754,679,745
P3,09:53:01,83,85,82,728,677,732
P3,09:53:02,83,85,84,714,691,712
P3,09:53:03,83,84,86,680,715,696
P3,09:53:04,84,85,87,677,687,688
P3,09:53:05,85,86,88,691,642,680
P3,09:53:06,85,88,85,708,636,703
P3,09:53:07,85,89,86,690,630,699
P3,09:53:08,85,90,85,671,646,708
P3,09:53:09,86,90,82,635,649,731
P3,09:53:10,88,91,77,634,648,783
P3,09:53:11,89,92,79,646,609,755
P3,09:53:12,90,93,86,646,604,697
P3,09:53:13,91,93,94,648,658,640
P3,09:53:14,91,91,103,609,730,585
P3,09:53:15,93,90,91,605,726,662
P3,09:53:16,94,89,90,658,734,666
P3,09:53:17,94,88,95,716,682,630
P3,09:53:18,91,89,98,730,668,614
P3,09:53:19,90,91,95,734,618,634
P3,09:53:20,88,92,92,710,625,649
P3,09:53:21,88,91,94,669,653,641
P3,09:53:22,88,91,93,618,676,643
P3,09:53:23,91,90,93,608,671,642
P3,09:53:24,92,89,93,653,710,642
P3,09:53:25,92,88,94,680,732,639
P3,09:53:26,91,87,94,671,717,637
P3,09:53:27,91,87,87,687,708,688
P3,09:53:28,90,87,86,710,676,696
P3,09:53:29,89,87,84,717,648,712
P3,09:53:30,87,90,89,723,625,675
P3,09:53:31,87,90,94,676,619,641
P3,09:53:32,87,91,93,677,640,642
P3,09:53:33,87,90,93,625,683,646
P3,09:53:34,90,90,92,615,674,649
P3,09:53:35,91,90,91,640,669,656
P3,09:53:36,92,90,91,655,664,658
P3,09:53:37,91,91,91,673,618,660
P3,09:53:38,91,90,91,674,661,659
P3,09:53:39,90,90,94,664,704,636
P3,09:53:40,90,88,89,649,713,674
P3,09:53:41,91,88,90,642,731,668
P3,09:53:42,91,87,91,703,692,659
P3,09:53:43,90,88,90,713,687,665
P3,09:53:44,89,89,90,727,637,669
P3,09:53:45,89,90,90,740,626,666
P3,09:53:46,87,91,92,687,632,655
P3,09:53:47,87,91,92,638,644,654
P3,09:53:48,89,90,92,628,657,650
P3,09:53:49,90,90,92,632,708,655
P3,09:53:50,91,88,91,645,725,662
P3,09:53:51,91,88,89,656,681,677
P3,09:53:52,91,88,88,684,692,685
P3,09:53:53,90,87,86,725,699,695
P3,09:53:54,89,87,86,701,687,696
P3,09:53:55,88,88,86,681,664,696
P3,09:53:56,88,91,89,699,619,672
P3,09:53:57,88,91,90,703,613,665
P3,09:53:58,88,92,92,664,628,650
P3,09:53:59,88,92,95,618,656,634
P3,09:54:00,91,92,100,611,633,602
P3,09:54:01,92,93,94,628,637,636
P3,09:54:02,93,92,93,640,666,644
P3,09:54:03,93,92,90,634,750,664
P3,09:54:04,93,90,90,628,740,666
P3,09:54:05,93,89,90,666,678,668
P3,09:54:06,92,89,89,750,684,677
P3,09:54:07,91,89,90,740,681,663
P3,09:54:08,89,89,86,698,676,700
P3,09:54:09,88,89,85,678,652,707
P3,09:54:10,88,89,88,688,661,679
P3,09:54:11,88,89,90,680,666,670
P3,09:54:12,88,89,89,652,675,674
P3,09:54:13,89,89,88,652,664,678
P3,09:54:14,89,91,89,673,639,674
P3,09:54:15,89,91,89,674,621,671
P3,09:54:16,90,92,90,385,621,669
P3,09:54:17,90,92,92,638,649,653
P3,09:54:18,91,92,93,627,664,645
P3,09:54:19,92,92,93,621,652,646
P3,09:54:20,93,92,94,629,629,635
P3,09:54:21,93,93,96,665,617,624
P3,09:54:22,93,94,98,665,630,611
P3,09:54:23,93,94,96,628,640,625
P3,09:54:24,93,94,95,617,625,627
P3,09:54:25,93,94,95,622,627,629
P3,09:54:26,94,93,95,626,663,630
P3,09:54:27,94,92,96,633,669,628
P3,09:54:28,95,92,98,627,697,612
P3,09:54:29,95,90,96,640,714,624
P3,09:54:30,94,89,97,668,666,620
P3,09:54:31,93,90,100,697,650,598
P3,09:54:32,91,91,109,714,627,552
P3,09:54:33,90,91,94,679,641,637
P3,09:54:34,90,91,94,650,647,637
P3,09:54:35,90,91,94,637,656,636
P3,09:54:36,91,92,93,641,646,647
P3,09:54:37,92,93,95,651,600,634
P3,09:54:38,92,95,95,657,595,631
P3,09:54:39,92,96,96,647,581,627
P3,09:54:40,92,97,100,623,606,601
P3,09:54:41,94,96,100,595,617,599
P3,09:54:42,96,96,101,580,706,597
P3,09:54:43,98,96,97,592,743,616
P3,09:54:44,98,96,96,617,725,625
P3,09:54:45,98,96,97,657,739,621
P3,09:54:46,96,96,101,743,712,593
P3,09:54:47,93,95,100,733,666,601
P3,09:54:48,90,94,99,725,665,608
P3,09:54:49,89,94,89,712,649,674
P3,09:54:50,88,93,79,693,651,760
P3,09:54:51,88,93,94,665,639,639
P3,09:54:52,88,94,94,650,632,638
P3,09:54:53,89,95,94,651,605,638
P3,09:54:54,90,95,97,648,627,618
P3,09:54:55,91,94,98,632,642,612
P3,09:54:56,92,93,97,605,689,616
P3,09:54:57,94,92,94,607,660,639
P3,09:54:58,94,92,90,643,648,663
P3,09:54:59,94,92,92,669,669,655
P3,09:55:00,93,91,92,659,669,652
P3,09:55:01,92,91,92,655,652,650
P3,09:55:02,92,91,89,669,655,671
P3,09:55:03,91,91,89,681,660,675
P3,09:55:04,91,91,90,652,667,664
P3,09:55:05,91,90,90,655,661,665
P3,09:55:06,91,90,90,661,686,666
P3,09:55:07,91,89,87,667,700,690
P3,09:55:08,91,89,86,661,655,699
P3,09:55:09,91,90,89,687,643,673
P3,09:55:10,90,90,90,700,633,667
P3,09:55:11,89,91,91,684,632,659
P3,09:55:12,89,92,93,643,635,646
P3,09:55:13,90,92,94,638,640,638
P3,09:55:14,91,92,96,632,649,628
P3,09:55:15,92,92,96,635,657,628
P3,09:55:16,93,92,96,636,666,628
P3,09:55:17,93,92,95,648,643,631
P3,09:55:18,93,92,95,659,642,633
P3,09:55:19,92,91,94,655,694,639
P3,09:55:20,92,89,93,649,701,645
P3,09:55:21,92,89,92,641,721,652
P3,09:55:22,92,88,86,663,712,695
P3,09:55:23,92,86,82,701,727,731
P3,09:55:24,91,86,82,706,738,730
P3,09:55:25,89,86,83,722,711,719
P3,09:55:26,88,86,85,727,663,708
P3,09:55:27,88,88,80,742,650,746
P3,09:55:28,86,89,86,738,635,699
P3,09:55:29,86,90,88,680,623,682
P3,09:55:30,86,91,89,650,609,674
P3,09:55:31,88,93,90,642,625,667
P3,09:55:32,89,93,91,623,633,656
P3,09:55:33,91,93,93,616,646,645
P3,09:55:34,93,93,97,625,648,616
P3,09:55:35,93,93,97,633,637,621
P3,09:55:36,94,94,98,643,623,613
P3,09:55:37,93,94,92,648,614,649
P3,09:55:38,93,94,96,636,630,627
P3,09:55:39,94,94,112,623,653,538
P3,09:55:40,94,93,97,614,663,620
P3,09:55:41,95,92,93,624,677,645
P3,09:55:42,95,92,92,653,657,653
P3,09:55:43,94,92,92,654,655,655
P3,09:55:44,94,91,90,677,694,665
P3,09:55:45,93,90,90,658,692,670
P3,09:55:46,92,90,89,655,663,672
P3,09:55:47,92,91,89,668,631,671
P3,09:55:48,91,92,91,692,612,658
P3,09:55:49,90,93,91,677,620,654
P3,09:55:50,90,93,92,631,626,651
P3,09:55:51,91,93,91,624,632,660
P3,09:55:52,92,93,92,619,645,653
P3,09:55:53,94,93,96,624,639,622
P3,09:55:54,94,94,96,632,634,626
P3,09:55:55,94,95,95,645,600,633
P3,09:55:56,94,96,96,640,590,626
P3,09:55:57,94,96,98,634,605,613
P3,09:55:58,94,97,99,602,606,606
P3,09:55:59,96,97,100,590,606,602
P3,09:56:00,97,97,105,605,610,573
P3,09:56:01,98,97,105,606,615,572
P3,09:56:02,98,96,100,606,619,603
P3,09:56:03,98,96,96,610,624,622
P3,09:56:04,98,95,96,616,663,622
P3,09:56:05,98,95,98,625,634,615
P3,09:56:06,97,94,94,653,650,640
P3,09:56:07,96,94,91,650,633,658
P3,09:56:08,95,94,90,641,625,664
P3,09:56:09,94,95,92,650,622,651
P3,09:56:10,94,95,95,633,621,632
P3,09:56:11,94,95,95,635,627,629
P3,09:56:12,94,94,96,622,641,626
P3,09:56:13,95,93,96,619,708,628
P3,09:56:14,95,91,95,626,724,630
P3,09:56:15,95,91,96,624,691,627
P3,09:56:16,95,91,95,673,646,632
P3,09:56:17,93,92,83,708,630,721
P3,09:56:18,92,92,94,691,632,635
P3,09:56:19,90,93,96,657,629,625
P3,09:56:20,91,93,97,630,622,620
P3,09:56:21,92,94,96,632,601,627
P3,09:56:22,93,96,96,629,598,625
P3,09:56:23,94,96,98,622,608,613
P3,09:56:24,94,96,98,600,624,611
P3,09:56:25,96,96,98,590,622,612
P3,09:56:26,97,96,98,608,618,613
P3,09:56:27,98,96,98,617,640,612
P3,09:56:28,97,94,96,623,659,622
P3,09:56:29,97,93,95,618,719,634
P3,09:56:30,97,92,94,625,698,640
P3,09:56:31,97,92,93,659,640,646
P3,09:56:32,96,93,89,699,631,672
P3,09:56:33,93,93,88,719,643,685
P3,09:56:34,91,92,92,648,653,649
P3,09:56:35,91,91,92,630,709,651
P3,09:56:36,92,90,91,625,732,659
P3,09:56:37,93,88,91,652,739,659
P3,09:56:38,93,88,94,670,679,639
P3,09:56:39,92,89,111,710,664,542
P3,09:56:40,90,89,90,740,650,666
P3,09:56:41,88,90,90,711,635,668
P3,09:56:42,88,93,91,664,598,658
P3,09:56:43,88,95,91,653,576,655
P3,09:56:44,90,95,92,636,613,652
P3,09:56:45,92,95,93,597,643,643
P3,09:56:46,93,95,96,576,613,626
P3,09:56:47,96,95,104,583,601,576
P3,09:56:48,97,96,98,643,593,610
P3,09:56:49,96,100,103,634,562,583
P3,09:56:50,97,101,102,601,562,588
P3,09:56:51,98,101,95,583,579,634
P3,09:56:52,99,99,93,563,636,647
P3,09:56:53,102,98,91,559,640,659
P3,09:56:54,103,98,96,579,625,623
P3,09:56:55,103,98,96,605,596,623
P3,09:56:56,100,99,100,647,593,599
P3,09:56:57,99,100,102,625,590,591
P3,09:56:58,98,100,102,615,583,588
P3,09:56:59,98,100,102,594,589,591
P3,09:57:00,100,100,99,590,595,606
P3,09:57:01,100,99,98,583,750,611
P3,09:57:02,101,99,98,583,822,611
P3,09:57:03,101,99,96,612,850,622
P3,09:57:04,101,99,97,655,869,618
P3,09:57:05,100,99,100,750,858,603
P3,09:57:06,94,99,96,822,799,625
P3,09:57:07,82,99,95,850,738,633
P3,09:57:08,81,96,105,858,681,570
P3,09:57:09,80,94,93,818,720,647
P3,09:57:10,78,91,92,800,745,652
P3,09:57:11,78,90,90,681,721,661
P3,09:57:12,80,89,89,702,717,666
P3,09:57:13,80,89,89,745,692,671
P3,09:57:14,80,88,88,710,721,685
P3,09:57:15,81,87,86,720,732,696
P3,09:57:16,81,86,72,692,727,838
P3,09:57:17,82,86,79,696,721,764
P3,09:57:18,82,84,74,732,771,810
P3,09:57:19,82,84,80,707,690,751
P3,09:57:20,83,85,85,721,676,707
P3,09:57:21,83,86,92,771,671,653
P3,09:57:22,82,87,90,732,663,666
P3,09:57:23,82,86,89,676,704,673
P3,09:57:24,84,86,86,666,764,697
P3,09:57:25,84,84,84,662,776,715
P3,09:57:26,85,84,82,669,708,730
P3,09:57:27,86,84,78,704,704,764
P3,09:57:28,85,84,75,776,708,798
P3,09:57:29,84,84,83,773,702,720
P3,09:57:30,83,84,85,708,713,709
P3,09:57:31,83,84,83,708,741,727
P3,09:57:32,84,84,83,714,677,724
P3,09:57:33,84,85,83,713,688,722
P3,09:57:34,84,87,85,718,666,703
P3,09:57:35,84,87,87,741,651,692
P3,09:57:36,84,88,94,683,666,639
P3,09:57:37,84,87,95,688,695,632
P3,09:57:38,85,87,91,643,702,660
P3,09:57:39,87,88,90,651,661,670
P3,09:57:40,88,88,89,677,655,673
P3,09:57:41,88,88,91,696,667,661
P3,09:57:42,88,88,92,661,692,653
P3,09:57:43,88,88,91,654,682,657
P3,09:57:44,89,89,91,667,663,662
P3,09:57:45,89,88,90,682,670,663
P3,09:57:46,89,87,90,682,732,665
P3,09:57:47,89,86,78,656,767,766
P3,09:57:48,89,85,76,670,751,787
P3,09:57:49,89,85,83,695,685,724
P3,09:57:50,88,85,85,731,708,708
P3,09:57:51,87,84,80,751,743,753
P3,09:57:52,85,84,83,740,751,726
P3,09:57:53,85,83,84,708,710,716
P3,09:57:54,85,83,76,712,772,791
P3,09:57:55,85,82,87,743,757,688
P3,09:57:56,84,83,86,711,728,693
P3,09:57:57,84,83,86,731,715,698
P3,09:57:58,83,82,80,772,731,751
P3,09:57:59,83,82,83,728,748,720
P3,09:58:00,83,82,79,693,703,764
P3,09:58:01,83,82,81,732,757,738
P3,09:58:02,83,81,75,748,792,801
P3,09:58:03,83,81,92,748,727,650
P3,09:58:04,83,83,89,756,679,676
P3,09:58:05,83,83,87,750,688,689
P3,09:58:06,82,84,87,791,697,691
P3,09:58:07,81,84,85,679,686,708
P3,09:58:08,83,86,84,679,651,716
P3,09:58:09,83,87,83,698,632,720
P3,09:58:10,84,90,83,698,616,725
P3,09:58:11,84,91,91,651,621,656
P3,09:58:12,86,93,84,629,590,713
P3,09:58:13,88,94,81,616,594,741
P3,09:58:14,90,95,78,622,586,770
P3,09:58:15,92,100,74,607,554,813
P3,09:58:16,94,101,78,594,536,766
P3,09:58:17,97,104,77,577,530,782
P3,09:58:18,98,107,81,554,516,740
P3,09:58:19,102,110,84,545,505,711
P3,09:58:20,105,113,84,530,492,714
P3,09:58:21,109,113,86,516,526,698
P3,09:58:22,112,113,88,505,636,683
P3,09:58:23,115,113,110,492,733,544
P3,09:58:24,117,113,91,526,764,656
P3,09:58:25,115,113,86,636,780,701
P3,09:58:26,109,113,84,631,828,716
P3,09:58:27,103,113,83,733,842,722
P3,09:58:28,91,113,85,764,799,702
P3,09:58:29,89,113,96,828,757,627
P3,09:58:30,83,113,87,885,689,692
P3,09:58:31,82,113,85,843,703,710
P3,09:58:32,80,111,85,798,687,710
P3,09:58:33,79,110,85,689,719,710
P3,09:58:34,81,108,85,690,725,710
P3,09:58:35,81,107,84,687,738,711
P3,09:58:36,82,107,84,716,723,712
P3,09:58:37,82,106,82,719,691,733
P3,09:58:38,82,105,81,709,614,744
P3,09:58:39,83,105,80,738,619,745
P3,09:58:40,82,105,80,692,601,752
P3,09:58:41,83,104,85,650,584,704
P3,09:58:42,87,104,86,601,729,697
P3,09:58:43,88,104,89,601,760,674
P3,09:58:44,91,104,90,595,828,667
P3,09:58:45,93,103,85,595,837,706
P3,09:58:46,94,102,85,729,801,708
P3,09:58:47,92,101,86,759,785,698
P3,09:58:48,86,100,93,836,789,645
P3,09:58:49,84,99,90,804,768,667
P3,09:58:50,83,98,87,801,769,689
P3,09:58:51,82,97,83,793,799,727
P3,09:58:52,81,96,79,785,784,760
P3,09:58:53,80,96,79,761,716,760
P3,09:58:54,80,95,77,769,735,783
P3,09:58:55,80,95,77,783,704,775
P3,09:58:56,79,95,79,717,687,757
P3,09:58:57,80,94,83,717,681,719
P3,09:58:58,80,94,85,704,741,706
P3,09:58:59,81,93,85,687,723,708
P3,09:59:00,82,92,84,681,772,716
P3,09:59:01,82,92,84,717,767,713
P3,09:59:02,83,91,81,741,724,738
P3,09:59:03,83,91,81,773,715,743
P3,09:59:04,82,91,81,781,725,743
P3,09:59:05,81,90,81,767,719,739
P3,09:59:06,81,90,82,715,717,736
P3,09:59:07,82,90,82,732,832,736
P3,09:59:08,82,90,83,718,840,727
P3,09:59:09,82,89,81,687,815,740
P3,09:59:10,82,88,80,835,864,748
P3,09:59:11,82,88,78,894,810,768
P3,09:59:12,83,87,78,953,802,768
P3,09:59:13,83,87,79,2398,801,761
P3,09:59:14,83,86,79,856,804,760
P3,09:59:15,83,86,79,811,808,762
P3,09:59:16,81,86,79,804,811,762
P3,09:59:17,79,85,79,804,832,764
P3,09:59:18,78,84,75,787,814,805
P3,09:59:19,78,84,64,810,839,937
P3,09:59:20,78,84,65,848,799,929
P3,09:59:21,77,83,75,832,817,805
P3,09:59:22,76,82,73,838,802,822
P3,09:59:23,76,80,73,780,790,821
P3,09:59:24,76,80,73,799,736,817
P3,09:59:25,76,80,75,816,742,803
P3,09:59:26,75,80,76,790,755,790
P3,09:59:27,75,81,77,777,713,782
P3,09:59:28,76,81,79,736,723,764
P3,09:59:29,76,81,81,755,706,745
P3,09:59:30,77,82,85,753,724,707
P3,09:59:31,78,82,86,724,739,700
P3,09:59:32,78,82,81,709,711,739
P3,09:59:33,79,82,86,706,743,695
P3,09:59:34,80,82,83,738,764,722
P3,09:59:35,80,81,83,712,766,719
P3,09:59:36,81,80,83,711,784,725
P3,09:59:37,81,80,82,764,759,735
P3,09:59:38,81,80,81,754,765,742
P3,09:59:39,80,79,79,766,778,754
P3,09:59:40,80,80,79,759,730,759
P3,09:59:41,80,80,80,754,729,753
P3,09:59:42,80,81,80,749,699,748
P3,09:59:43,80,81,79,730,736,759
P3,09:59:44,80,81,81,744,736,745
P3,09:59:45,80,81,84,699,750,712
P3,09:59:46,80,80,78,703,797,773
P3,09:59:47,81,80,76,736,763,785
P3,09:59:48,81,79,76,736,801,794
P3,09:59:49,81,78,79,797,780,760
P3,09:59:50,81,78,78,774,762,774
P3,09:59:51,80,79,83,763,741,727
P3,09:59:52,80,80,84,779,718,717
P3,09:59:53,79,80,81,763,729,741
P3,09:59:54,79,80,83,763,720,723
P3,09:59:55,79,81,81,718,714,737
P3,09:59:56,79,81,83,725,727,725
P3,09:59:57,80,81,79,730,742,758
P3,09:59:58,80,81,85,715,708,704
P3,09:59:59,81,81,84,730,708,717
P3,10:00:00,81,81,82,742,719,736
P3,10:00:01,81,81,81,740,751,745
P3,10:00:02,81,81,75,708,783,803
P3,10:00:03,82,80,81,719,745,738
P3,10:00:04,82,80,81,744,761,738
P3,10:00:05,82,80,78,752,749,768
P3,10:00:06,81,80,78,745,756,769
P3,10:00:07,81,80,85,742,713,702
P3,10:00:08,81,80,82,761,708,733
P3,10:00:09,81,81,89,756,709,674
P3,10:00:10,81,82,77,762,710,780
P3,10:00:11,81,82,84,713,727,711
P3,10:00:12,81,81,78,710,749,768
P3,10:00:13,82,81,80,702,739,748
P3,10:00:14,82,80,82,727,757,735
P3,10:00:15,82,80,71,757,754,849
P3,10:00:16,82,81,83,749,702,724
P3,10:00:17,82,82,80,757,687,747
P3,10:00:18,82,83,81,791,691,741
P3,10:00:19,81,84,82,754,675,728
P3,10:00:20,81,85,84,686,665,717
P3,10:00:21,82,85,88,692,687,685
P3,10:00:22,83,85,91,676,712,662
P3,10:00:23,84,85,90,662,704,669
P3,10:00:24,85,84,88,687,711,685
P3,10:00:25,85,84,87,716,730,690
P3,10:00:26,85,84,87,712,706,689
P3,10:00:27,85,85,87,711,685,688
P3,10:00:28,85,86,87,719,683,686
P3,10:00:29,85,87,89,706,637,675
P3,10:00:30,85,89,88,691,636,681
P3,10:00:31,85,89,88,683,631,683
P3,10:00:32,86,90,89,651,643,676
P3,10:00:33,87,91,89,636,627,670
P3,10:00:34,89,92,90,630,607,664
P3,10:00:35,90,91,112,644,658,536
P3,10:00:36,91,91,90,628,681,667
P3,10:00:37,92,90,89,606,699,672
P3,10:00:38,93,89,88,658,694,678
P3,10:00:39,93,89,88,694,669,679
P3,10:00:40,92,89,88,699,668,680
P3,10:00:41,91,89,88,707,675,679
P3,10:00:42,89,89,88,694,675,678
P3,10:00:43,89,89,88,668,675,678
P3,10:00:44,89,87,89,678,710,675
P3,10:00:45,89,86,89,676,745,677
P3,10:00:46,89,85,82,670,757,730
P3,10:00:47,89,83,79,710,777,753
P3,10:00:48,89,83,77,754,735,777
P3,10:00:49,87,83,84,745,717,713
P3,10:00:50,86,83,82,777,707,733
P3,10:00:51,85,84,88,769,688,685
P3,10:00:52,83,84,90,735,675,668
P3,10:00:53,83,84,80,706,743,747
